conversation_id,turn_no,speaker,utterance,strategy
2713,3,0,"I'm sorry, I cannot accept your offer of $29400.0 I am only willing to spend up to $23200.0 Thank you,",4
2716,1,0,"Hello, I'm interested in buying the Google Pixel 6. It seems like a great phone. However, I was hoping to get a better price. Can you lower the price of the phone to $25000.0",4
2716,1,1,Hello! The product you're interested in is being sold for $27000.0,7
2716,2,0,I really like the smartphone but I am not interested in the Tripods and Selfie Stick. What is your offer?,7
2716,2,1,"Oh, I see! I'll sell you the smartphone for $25800.0 however I'm not interested in the Tripods and Selfie Stick. Are you sure that you want to purchase the smartphone?",4
2716,3,0,Excuse me. I do not need the delivery. Is it possible to cancel the delivery and just pick up the product from the seller? How much would it cost?,2
2716,3,1,"Sure, I can cancel the delivery and pick up the product for you.",7
2716,4,0,Can you cancel the delivery and pick up the product for me?,7
2716,4,1,"I'm not sure how that's possible, but I can cancel the delivery and pick up the product for you.",7
2737,1,0,"What would be the price for the refrigerator, and the cover?",3
2737,1,1,"Without the cover, the fridge and the cover would only cost you $48100.0 It is a killer deal for the product, how does that sound?",2
2737,2,0,"Excuse me, I do not need the magnetic door cover. Is it possible to buy the refrigerator without the door cover? What would be the new price?",2
2737,2,1,Certainly. The refrigerator without the door cover would be $47200.0,3
2737,3,0,"I do not want the door cover, can we remove that from the deal? and how much would it cost?",2
2737,3,1,"Sure, you can remove the doorcover, and it would only cost you $46700.0 that's a killer deal.",3
2737,4,0,I can only afford $32400.0 sorry.,5
2737,4,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the refrigerator. It has a large 22.7 cu. ft. capacity and features a built-in water dispenser and ice maker, as well as adjustable shelves for easy customization. It is one of the best refrigerators on the market, and I'm sure that you will be pleased with it even for $46700.0",1
2737,5,0,"Hey, the extension cord is not needed, is it possible to remove it from the deal? What would be the new price?",2
2737,5,1,"Certainly, the extension cord is not needed, it is a killer deal for the product.",2
2737,6,0,Your offer is too high. I'm not interested in buying the product.,7
2739,1,0,"I appreciate you offering a $14800.0 price, but unfortunately, I'm just not in a position to purchase a smart phone at this time. I'm willing to negotiate, but I'm not able to go below $46700.0",4
2739,1,1,"Hello there! Thank you for your interest in the OnePlus 9 Pro! I'm sorry, but I'm not able to go down to $46700.0 If you are interested in purchasing it for $55300.0 please let me know.",4
2739,2,0,I can only afford $46700.0 sorry.,5
2739,2,1,"I understand your budget constraints, but I'm sorry I cannot reduce the price of the OnePlus 9 Pro. It has a 6.7-inch AMOLED display, Qualcomm Snapdragon 888 chipset, 5G connectivity, up to 12GB of RAM, up to 256GB of storage, and a quad-camera system with 48MP primary sensor. along with a Tripods called Manfrotto PIXI Mini Tripod. This sturdy and versatile tripod is designed for use with smartphones and small cameras. It features a push-button locking mechanism for quick setup and a ball head for easy adjustments., and a Mobile holder called iOttie Easy One Touch 4 Dash & Windshield Car Mount. This car mount can be attached to",1
2739,3,0,I cannot go more than $55300.0 as I do not have $46700.0,5
2739,3,1,"I understand that you do not have $55300. However, I cannot go below $46700.0 I'm willing to reduce the price to $50400.0 but I'm afraid that is still too low for me.",4
2739,4,0,"Sorry, I cannot buy the mobile holder. I have bought the tripods. Now, how much will the total cost be?",2
2739,4,1,"The mobile holder, along with the tripod would cost you $49900.0 how does that sound?",7
2739,5,0,That sounds a bit high.,7
2739,5,1,You are right. I should have priced it lower. I'm willing to sell it to you for $46200.0 Let's proceed with the transaction.,4
2748,1,0,"Hello, do you have the oven for sale?",7
2748,1,1,"Sure, I have the oven for sale, how does that sound?",7
2748,2,0,I can only go up to $15700.0 I cannot increase it further.,1
2748,2,1,"While I appreciate your offer, I cannot go as high as $15700.0 The GE Profile PTD9000SNSS oven is very high-quality, and is worth the price of $20000.0 It has a true European convection cooking system, ten-pass bake element, and an eight-pass broil element. It also has a touch display that shows temperature, cooking time, and oven status. It does not have a self cleaning system. It does not have a temperature probe. It does not have a timer, and a A Baking gloves called Cuisinart Silicone Oven Mitts. These baking gloves are heat-resistant up to 500锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷锟斤拷F, made with durable silicone, and have a soft",1
2748,3,0,"What will be the total price if I buy the oven, the gloves, the baking sheets and pans, and the baking dishes?",2
2748,3,1,"If you buy the oven, the gloves, the baking sheets and pans, the baking dishes, and the baking pan it would cost you $20500.0 it is a killer deal for the product.",3
2748,4,0,"Hello, I am interested in buying the oven but I do not need the delivery. Is it possible to buy the oven without the delivery? What would be the price?",2
2748,4,1,"Of course, if you don't need the delivery then I can sell you the oven for $20000.0 it is a killer deal for the product.",4
2748,5,0,,7
2748,5,1,What type of tart are you looking to bake?,1
2748,6,0,Do the A Oven and A Baking gloves have the temperature probe?,2
2748,6,1,The oven does not have a temperature probe. The A Baking gloves do not have a probe.,1
2748,7,0,I'd like to purchase this item for $16500.0 How much can you knock off the price?,4
2748,7,1,I understand that your budget is $16500.0 but I'm willing to reduce the price to $18400.0 Are you interested?,4
2748,8,0,"I want to buy this oven but I do not have much cash. Can you sell me the oven for $14700.0 with a new baking gloves, baking sheets, and baking pans?",2
2748,8,1,"That's a great offer! It's tough to put a price on the oven, but I'll see if I can find a good deal, and I'm sure you'll be happy with the oven.",7
2748,9,0,What is your best deal if I buy the Oven along with the Baking sheets and pans?,2
2748,9,1,"Wow, that would be a very good deal, to get the oven along with the baking things.",2
2748,10,0,"I agree, let's go ahead with the purchase.",7
2748,10,1,"Okay, I will proceed with the purchase. I will ship them at the end of the week.",7
2783,1,0,What is the storage capacity of the Xiaomi Mi Pad 5?,7
2783,1,1,The storage capacity of the Xiaomi Mi Pad 5 is 256GB.,1
2783,2,0,I am on a tight budget. Can you sell me the tablet and docking station for $39700.0,4
2783,2,1,"I can certainly sell you the tablet and docking station, but it'll cost you $69900. I'm sorry I couldn't match your offer of $39700.0 I'm confident that the product is worth $60800.0 and I'm sure you would be happy with the product!",4
2783,3,0,"I appreciate the offer, but I can only go up to $39700.0 I cannot afford any more.",4
2783,3,1,I understand that you cannot afford to pay more than $39700.0 but I'm willing to meet you in the middle at $52400.0 This is a very high-quality product and I'm sure you will be satisfied with it. Shall we shake on this?,4
2783,4,0,"I appreciate the offer, but $52400.0 is still way above my budget. Let me know if you're able to lower the price to $43500.0",4
2783,4,1,"I understand that $43500.0 is still way above your budget. However, I'm willing to reduce the price to $47400.0 Is that acceptable?",4
2783,5,0,"Okay, let's go ahead with this purchase.",7
2783,5,1,Great! I am pleased that you are buying and I'm sure you will be happy with your purchase.,7
2808,1,0,"I'd love to take a look at this laptop, but sadly, the budget just won't allow it. I'd love to see if we can find a way to meet in the middle. Can you lower the price to $66200.0",4
2808,1,1,"Hello, I'm sorry the price is too high for you to afford. I'm sure you would love to have the Lenovo ThinkPad X1 Carbon, but the price is just too high. I can offer you a lower price, let me know if you're interested.",4
2808,2,0,"Hey, I want to remove the delivery from the deal. What's the best offer to make?",2
2808,2,1,"It would cost you $80700.0 let me make you an offer, what would you like to do?",4
2808,3,0,"I am interested in buying the laptop, but I do not need the Webcam. Is there any way to modify the deal without the Webcam?",2
2808,3,1,"Certainly, if you don't need the webcam, I can sell you the laptop without the webcam for $79000.0 How does that sound?",4
2808,4,0,What will be the best deal if I were to buy the laptop along with the webcam?,2
2808,4,1,The webcam would only take you $80600.0 it is a killer deal for the product.,7
2808,5,0,"The webcam is a great deal, but I'm not willing to spend that much on a webcam. Can you keep the price the same and sell it for $70000.0",4
2808,5,1,"While I understand your budget constraints, the webcam is a great deal. It has a high-quality design and is made of durable materials, which makes it ideal for a business laptop. I'm sure that it will be worth the investment even for $80600.0",1
